row_index,id,school_name,telephone,address,city,state,zip,website,cc_score,avg_ACT,avg_math_SAT,avg_read_SAT,avg_write_SAT,avg_GPA,accept_rate,undergrad_population,graduate_population,region,usn_popular_majors,freshman_retention,student_faculty_ratio,school_type,school_setting,academic_calendar,campus_size,motto,affiliation,athletics,president,mascot,school_color,number_of_students,logo,qs_score,qs_rank,n_popular_majors,median_earn_6_years,graduation_rate,employment_rate,average_aid,application_fee,student_athletic_percentage,application_deadline,application_website,sat_min,sat_max,tuition_fees
1360,9c2bead6-99de-43e7-a274-1e343a0bd51e,University of Northwestern Ohio,419-227-3141,1441 N Cable Rd,Lima,OH,45805-1498,http://www.unoh.edu/,734.4864,N/A,N/A,N/A,N/A,2.86,N/A,3848,0,Great Lakes,"Business, Management, Marketing, and Related Support Services:Parks, Recreation, Leisure, and Fitness Studies:Engineering:Education:Psychology",0.73,19:1,public,city,N/A,442 acres,N/A,N/A,N/A,N/A,N/A,Burgundy and Gray,N/A,N/A,N/A,N/A,"Automotive Mechanics:Diesel Mechanics:Mechanics and Repair:Agricultural Mechanics and Machinery:Business:Truck,  Bus, and Commercial Vehicle Operation:Medical Assistant:HVAC and Refrigeration Engineering Technician:Accounting:Agricultural Business","40,800",0.57,0.93,"5,382",20,0.1,N/A,unoh.edu/future_students/appy_online/index.shtml,0,0,17113
1361,491ae07a-7a71-4600-9880-c5e5bbf6d8a4,University of Rhode Island,401-874-1000,"Green Hall, 35 Campus Avenue",Kingston,RI,2881,http://www.uri.edu/,1277.1713,26,579,588,553,3.53,0.69,15092,3006,New England,"Multi-/Interdisciplinary Studies, Other:Biology/Biological Sciences, General:Business Administration and Management, General:Kinesiology and Exercise Science:Communication and Media Studies, Other",0.65,14:1,public,campus,N/A,514 acres,Think Big. We Do.,N/A,Colonial Athletic Association:Atlantic 10 Conference:NCAA Division I,David M. Dooley,Rhody the Ram,Keaney Blue and White,16613,https://www.topuniversities.com/sites/default/files/university-of-rhode-island-_592560cf2aeae70239af51c7_small.jpg,N/A,141-150,"Nursing:Psychology:Communications:Kinesiology and Exercise Science:Human Development:Biology:Accounting:Foods, Nutrition, and Wellness Studies:Mechanical Engineering:Political Science and Government","52,900",0.66,0.95,"10,834",65,0.03,February 1,web.uri.edu/admission/applying-to-uri,1050,1230,18739
1362,73c06287-2f19-45f1-8950-6560871d64a7,University of Maine at Fort Kent,207-834-7500,23 University Drive,Fort Kent,ME,04743-1292,http://www.umfk.maine.edu/,785.08496,18,485,490,435,3.11,0.99,1589,0,New England,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Biological and Biomedical Sciences:Public Administration and Social Service Professions:Social Sciences",0.66,15:1,public,campus,N/A,52 acres,N/A,USCAA,N/A,N/A,Bengal tiger,Green and gold,1557,N/A,N/A,N/A,"Nursing Science, Education, and Practice:Business:Police and Criminal Science:Forestry:Social Science Research Methods:Biology:Criminal Justice and Law Enforcement Administration:Liberal Arts and Humanities:English:Information Science","33,400",0.35,0.9,"5,400",40,0.14,N/A,umfk.maine.edu/admissions/apply,900,1090,11686
1363,9f8c28cd-f2b5-4cb8-b0eb-67e77d949ce4,University of Maine at Machias,207-255-1200,116 O'Brien Ave,Machias,ME,4654,http://www.machias.edu/,763.50214,N/A,N/A,N/A,N/A,3.02,0.99,659,0,New England,"Psychology:Biological and Biomedical Sciences:Liberal Arts and Sciences, General Studies and Humanities:Business, Management, Marketing, and Related Support Services:Parks, Recreation, Leisure, and Fitness Studies",0.56,10:1,public,campus,N/A,43 acres,N/A,Division III (NCAA),N/A,N/A,N/A,Green and White,1200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1364,0c10c02b-1718-4590-a781-7d131f6ee1fd,University of Maine at Presque Isle,207-768-9400,181 Main St,Presque Isle,ME,04769-2888,http://www.umpi.edu/,828.25037,20,492,508,N/A,3,0.92,1554,0,New England,"Business, Management, Marketing, and Related Support Services:Liberal Arts and Sciences, General Studies and Humanities:Psychology:Homeland Security, Law Enforcement, Firefighting and Related Protective Services:Public Administration and Social Service Professions",0.61,13:1,public,campus,N/A,150 acres,North of Ordinary,Division III (NCAA),N/A,N/A,Owl,Blue and Gold,1600,N/A,N/A,N/A,Liberal Arts and Humanities:Business:Criminal Justice and Safety Studies:Psychology:Social Work and Youth Services:Physical Therapy Technician:Biology:Elementary Education:Environmental Science:Athletic Training,"32,400",0.29,0.9,"6,490",40,0.18,N/A,beech.unet.maine.edu/eapp/pls/eamenu.logon_index_page,0,0,9647
1365,e83d0cd8-ed97-4a62-96cc-3d02861e282a,University of Mount Olive,919-658-2502,634 Henderson St,Mount Olive,NC,28365,http://www.umo.edu/,871.4159,N/A,450,448,N/A,2.85,0.51,3251,120,Southeast,"Business Administration and Management, General:Criminal Justice/Safety Studies:Early Childhood Education and Teaching:Health/Health Care Administration/Management",0.64,15:1,private,campus,N/A,110 acres,A Christian College for Men and Women:Collegium Christianum Pro Homnibus et Mulieribus (Latin),Original Free Will Baptist Convention,Conference Carolinas:National Collegiate Athletic Association,Philip P. Kerstetter,Trojans,GreenandWhite,N/A,N/A,N/A,N/A,Business:Liberal Arts and Humanities:Early Childhood Education:Health Service Preparatory Studies:Criminal Justice and Safety Studies:Healthcare Management:Nursing:Human Resources:Management Sciences and Information Systems:Accounting,"39,500",0.42,0.9,"13,244",0,0.26,Rolling Admissions,apply.umo.edu/apply,870,1070,15508
1366,6deb2fef-f56f-4fb1-9633-36787025638a,University of Mary,701-255-7500,7500 University Dr,Bismarck,ND,58504-9652,http://www.umary.edu/,1052.7108,23,568,584,507,3.6,0.75,2527,1252,Plains,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Education:Psychology:Parks, Recreation, Leisure, and Fitness Studies",0.81,18:1,private,campus,N/A,124 acres,(The Light of Life):Lumen Vitae,NCAA:Catholic Church,N/A,N/A,N/A,N/A,3250,N/A,N/A,N/A,Liberal Arts and Humanities:Nursing:Business:Elementary Education:Kinesiology and Exercise Science:Athletic Training:Accounting:Theological and Ministerial Studies:Early Childhood Education:Biology,"48,000",0.54,0.95,"10,409",30,0.23,N/A,umary.edu/forms/application,940,1160,16929
1367,ef8a9788-0e5f-4f3a-a1bd-d5457422c9ce,"University of Maryland, Baltimore County",410-455-1000,1000 Hilltop Circle,Baltimore,MD,21250,http://www.umbc.edu/,1186.5238,27,619,598,581,3.9,0.61,11060,2542,Mid East,Computer and Information Sciences and Support Services:Biological and Biomedical Sciences:Psychology:Engineering:Social Sciences,0.87,17:1,public,campus,N/A,530 acres,An Honors University in Maryland,Southeastern Universities Research Association:University System of Maryland:Association of Public and Land-Grant Universities,Middle Atlantic Intercollegiate Sailing Association:America East Conference:NCAA Division I,Freeman A. Hrabowski III,True GrittheRetriever,"Black, Gold, Red, White",13839,https://www.topuniversities.com/sites/default/files/university-of-maryland-baltimore-county_592560cf2aeae70239af52af_small.jpg,51.3,68,Biology:Psychology:Information Science:Computer Science:Economics:Social Work and Youth Services:Health Professions:Mechanical Engineering:Political Science and Government:Mathematics,"55,000",0.63,0.91,"9,402",50,0.04,February 1,undergraduate.umbc.edu/apply/index.php,1140,1360,16056
1368,0f4ebcd0-ca23-47bd-b06c-2222926f8173,"University of Maryland, College Park",301-405-1000,N/A,College Park,MD,20742,http://www.umd.edu/,1682.9266,N/A,N/A,N/A,N/A,4.32,0.47,30511,10232,Mid East,"Criminal Justice/Police Science:Biology/Biological Sciences, General:Kinesiology and Exercise Science:Sociology:Engineering, General",0.62,11:1,public,campus,N/A,745 acres,"Fatti maschii, parole femine (Italian),:Strong deeds, gentle words",Association of Public and Land-grant Universities:Association of American Universities:Fields Institute:Consortium of Universities of the Washington Metropolitan Area:University System of Maryland:Oak Ridge Associated Universities:Big Ten Academic Alliance:Universitas 21:Universities Research Association,Middle Atlantic Intercollegiate Sailing Association:NCAA Division I,Wallace Loh,Testudo,"Red, gold, black, white",38140,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,56.3,48,Information Science:Biology:Economics:Criminology:Finance:Mechanical Engineering:Psychology:Accounting:Communications:Kinesiology and Exercise Science,"62,900",0.85,0.93,"8,955",75,0.02,January 20,admissions.umd.edu/apply,1280,1470,17241
1369,35a63418-04da-4d19-8377-7a5f21232e13,University of Maryland Global Campus,301-985-7000,3501 University Blvd East,Adelphi,MD,20783,http://www.umuc.edu/,919.7978,N/A,N/A,N/A,N/A,N/A,1,46162,12119,Mid East,"Computer and Information Sciences and Support Services:Business, Management, Marketing, and Related Support Services:Health Professions and Related Programs:Homeland Security, Law Enforcement, Firefighting and Related Protective Services:Psychology",0.53,19:1,public,semester,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Talmudic and Rabbinical Studies,"20,300",0.78,0.74,"10,793",0,N/A,N/A,N/A,0,0,7535
1370,a5b4e592-7e08-4a1b-8655-f54fa021f640,University of Mary Washington,540-654-1000,1301 College Ave,Fredericksburg,VA,22401-5358,http://www.umw.edu/,927.53094,26,570,610,540,3.64,0.75,4182,306,Southeast,"Business, Management, Marketing, and Related Support Services:Social Sciences:Liberal Arts and Sciences, General Studies and Humanities:Psychology:English Language and Literature/Letters",0.82,13:1,public,campus,N/A,234 acres,"For God, home, and country:Pro Deo Domo Patria",American Association of State Colleges and Universities,National Collegiate Athletic Association,Troy Paino,N/A,Navy Blue and Gray,4831,https://www.topuniversities.com/sites/default/files/university-of-mary-washington_5b76da3c46113202ea2dbcb8_small.jpg,N/A,251-300,Nursing:Liberal Arts and Humanities:Criminal Justice and Safety Studies:Psychology:Accounting:Business:Public Health:Biology:Finance:Information Science,"34,900",0.32,0.89,"8,329",40,0.05,N/A,ualr.edu/admissions/application,1100,1160,13404
1371,d2b61b83-f1cf-4295-8307-6212279b6b8a,"University of Minnesota, Duluth",218-726-8000,515 Darland Administration Bldg,Duluth,MN,55812-2496,http://www.d.umn.edu/,1221.0562,24,630,607,508,3.56,0.76,9847,1011,Plains,"Business, Management, Marketing, and Related Support Services:Engineering:Biological and Biomedical Sciences:Social Sciences:Psychology",0.79,17:1,public,city,N/A,244 acres,A common bond for all the arts:Commune vinculum omnibus artibus,N/A,N/A,Eric W. Kaler,Goldy Gopher,Maroon & Gold,48231,N/A,N/A,N/A,Marketing:Psychology:Biology:Communications:Mechanical Engineering:Finance:Accounting:Business:Criminology:Education,"47,200",0.59,0.97,"7,100",40,0.05,December 1,d.umn.edu/apply,1050,1280,16381
1372,d07b85f8-3b6c-428b-a3a5-2d684564ff0b,University of Mary Hardin-Baylor,254-295-8642,900 College St,Belton,TX,76513,http://www.umhb.edu/,1039.7612,22,542,554,479,3.36,0.87,3361,485,Southwest,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Education:Psychology:Biological and Biomedical Sciences",0.71,17:1,private,campus,N/A,300 acres,N/A,Baptist:Baptist General Convention of Texas:Council for Christian Colleges and Universities:National Association of Independent Colleges and Universities,National Collegiate Athletic Association,Doctor of Education,CRUnk the Crusader,"Purple, White and Gold",3898,N/A,N/A,N/A,Nursing:Cellular Biology:Liberal Arts and Humanities:Clinical Psychology:Business:Accounting:Kinesiology and Exercise Science:Marketing:Elementary Education:Physical Education Teaching and Coaching,"44,200",0.48,0.93,"13,891",35,0.13,N/A,umhb.edu/prospective/apps_and_forms.html,1020,1200,24579
1373,a8870c67-88fd-4245-94f7-0f422ef89ace,"University of Minnesota, Morris",320-589-6035,309 Behmler Hall,Morris,MN,56267-2134,http://www.morris.umn.edu/,905.94824,25,590,560,540,3.6,0.57,1499,0,Plains,"Biology/Biological Sciences, General:Psychology, General:Business Administration and Management, General:Computer Science:Statistics, General",0.79,11:1,public,campus,N/A,130 acres,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1374,b3b208df-dfba-43e6-85c2-30925b6dcd3b,"University of Minnesota, Twin Cities Campus",612-625-5000,100 Church Street SE,Minneapolis,MN,55455-0213,http://www.twin-cities.umn.edu/,1974.1884,28,703,649,636,N/A,0.57,35165,16162,Plains,"Social Sciences:Biological and Biomedical Sciences:Engineering:Business, Management, Marketing, and Related Support Services:Psychology",0.93,17:1,public,campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,54.6,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1375,ee080608-5f94-42ae-8151-0d4a19fbd883,University of Mississippi,662-915-7211,"Oxford, Mississippi",University,MS,38677,http://www.olemiss.edu/,1268.5382,25,548,547,0,3.6,0.88,17150,4467,Southeast,"General Studies:Accounting:Digital Communication and Media/Multimedia:Finance, General:Psychology, General",0.86,16:1,public,campus,N/A,N/A,On behalf of knowledge and wisdom:Pro scientia et sapientia (Latin),N/A,N/A,N/A,N/A,"Harvard Crimson,Yale blue",23838,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,N/A,191-200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1376,44468094-a5ae-4ec7-bb89-12aa16d73e57,University of Missouri,573-882-2121,105 Jesse Hall,Columbia,MO,65211,http://www.missouri.edu/,1324.6533,28,613,614,N/A,N/A,0.81,22616,7430,Plains,"Business, Management, Marketing, and Related Support Services:Health Professions and Related Programs:Communication, Journalism, and Related Programs:Engineering:Biological and Biomedical Sciences",0.87,17:1,public,city,N/A,N/A,Let the Welfare of the People be the Supreme Law:Salus populi suprema lex esto (Latin),N/A,Mid-American Conference:NCAA Division I,N/A,Truman the Tiger,Black andMU Gold,32777,N/A,N/A,N/A,Business:Health Service Preparatory Studies:Journalism:Psychology:Biology:Liberal Arts and Humanities:Nursing:Communications:Mechanical Engineering:Accounting,"48,300",0.68,0.95,"9,316",55,0.02,N/A,admissions.missouri.edu/apply,1120,1350,17762
1377,d089f035-a7ff-46cb-b225-41eb6774915c,University of Missouri-Kansas City,816-235-1000,5100 Rockhill Rd,Kansas City,MO,64110-2499,http://www.umkc.edu/,1164.941,24,591,584,N/A,3.44,0.61,11315,5090,Plains,"Business, Management, Marketing, and Related Support Services:Health Professions and Related Programs:Biological and Biomedical Sciences:Psychology:Computer and Information Sciences and Support Services",0.75,16:1,public,campus,N/A,150 acres,N/A,N/A,NCAA Division I,N/A,Kasey the Kangaroo,Blue and Gold,16160,https://www.topuniversities.com/sites/default/files/university-of-missouri-kansas-city_592560cf2aeae70239af52c8_small.jpg,N/A,171-180,Business:Liberal Arts and Humanities:Nursing:Psychology:Biology:Chemistry:Health Service Preparatory Studies:Communications:Criminal Justice and Law Enforcement Administration:Computer Science,"45,700",0.48,0.92,"6,904",45,0.03,June 15,umkc.edu/apply,1100,1420,14864
1378,091c8a41-db47-422e-bd43-ba20ff4fee84,University of Mobile,251-675-5990,5735 College Parkway Drive,Mobile,AL,36613,http://www.umobile.edu/,888.68207,23,N/A,N/A,N/A,3.61,0.46,1769,220,Southeast,"Business Administration and Management, General:Registered Nursing/Registered Nurse:Health and Physical Education/Fitness, General:Elementary Education and Teaching:Religious/Sacred Music",0.73,12:1,private,campus,N/A,880 acres,The Fear of the Lord is the Beginning of Wisdom,Southern States Athletic Conference:Alabama Baptist Convention:National Association of Intercollegiate Athletics,N/A,N/A,Mac the Ram,"Garnet, Black and Gray",1577,N/A,N/A,N/A,Marketing:Liberal Arts and Humanities:Nursing:Mechanical Engineering:Pharmacy and Pharmaceutical Sciences:Criminal Justice and Safety Studies:Business:Communications:Finance:Mechanical Engineering Technician,"43,800",0.41,0.93,"8,050",40,0.03,Rolling Admissions,utoledo.edu/admission/apply/index.html,1020,1240,16281
1379,35bf19e9-9dec-4bd3-be15-677aee9f668c,University of New Orleans,504-280-6000,2000 Lakeshore Drive,New Orleans,LA,70148,http://www.uno.edu/,1039.7612,22,554,541,N/A,3.21,0.57,6472,1492,Southeast,"Business, Management, Marketing, and Related Support Services:Engineering:Biological and Biomedical Sciences:Multi/Interdisciplinary Studies:Visual and Performing Arts",0.66,20:1,public,campus,N/A,195 acres,"Great City, Great University.",University of Louisiana System:Southeastern Universities Research Association:Association of Public and Land-Grant Universities:Oak Ridge Associated Universities:Urban 13:Great Cities' Universities,National Collegiate Athletic Association,N/A,Bluebeard the Pirate,Reflex Blue & Silver,8423,N/A,N/A,N/A,Business:Liberal Arts and Humanities:Psychology:Accounting:Biology:Drama and Theatre Production:Finance:Mechanical Engineering:Hospitality and Tourism Management:Marketing,"37,800",0.32,0.9,"8,151",25,0.03,July 25,uno.edu/admissions/apply,1030,1250,10858
1380,3ece7efe-9f0c-4a2e-a9fb-c89936bf07ca,University of North Alabama,256-765-4100,One Harrison Plaza,Florence,AL,35632-0001,http://www.una.edu/,1036.6447,23,538,564,N/A,3.52,0.67,6339,1707,Southeast,"Business, Management, Marketing, and Related Support Services:Health Professions and Related Programs:Education:Parks, Recreation, Leisure, and Fitness Studies:Visual and Performing Arts",0.75,19:1,public,city,N/A,200 acres,"""Veritas Lux. Orbis Terrarum"" (Latin: ""Truth and Light of the World"")",N/A,National Collegiate Athletic Association,Kenneth D. Kitts,Leo III & Una,Purple and Gold,7078,N/A,N/A,N/A,"Nursing:Business:Communications:Elementary Education:Parks, Recreation and Leisure Studies:Marketing:Social Work and Youth Services:Accounting:Biology:Finance","37,800",0.45,0.9,"5,990",35,0.06,Rolling Admissions,applyweb.com/aw?una,970,1190,12103
